school,survey,path84103650,pupilsgr,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/84103650/pupilsgr.json
84103650,custodiansfsk,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/84103650/custodiansfsk.json
84103650,custodiansgr,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/84103650/custodiansgr.json
44948833,pupilsgr,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44948833/pupilsgr.json
44948833,custodiansfsk,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44948833/custodiansfsk.json
44948833,custodiansgrsar,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44948833/custodiansgrsar.json
44948833,custodiansgr,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44948833/custodiansgr.json
44875711,pupilsgr,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44875711/pupilsgr.json
44875711,custodiansfsk,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44875711/custodiansfsk.json
44875711,custodiansgr,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44875711/custodiansgr.json
44841058,pupilsgr,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44841058/pupilsgr.json
44841058,custodiansfsk,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44841058/custodiansfsk.json
44841058,custodiansgr,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44841058/custodiansgr.json
44836298,pupilsgr,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44836298/pupilsgr.json
44836298,custodiansfsk,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44836298/custodiansfsk.json
44836298,custodiansgr,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44836298/custodiansgr.json
44827735,custodiansfsk,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44827735/custodiansfsk.json
44827735,custodiansgrsar,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44827735/custodiansgrsar.json
44827735,custodiansgr,https://skolverket-statistik.s3.eu-north-1.amazonaws.com/survey/44827735/custodiansgr.json
